geography,ba_code,area_code,area_name,Total,Banks/Insurance/Building Society Offices & Other A2 Uses,Airport Let Outs,Amusement Arcades,Betting Offices,Convenience Store,Departmental And Walkround Stores (Large),Factory Shops,Farm Shops,Hairdressing/Beauty Salons,Hypermarkets/Superstores (Over 2500 m2),"Kiosks And Pods Within/Part Of Specialist Property, Retail Parks And Other Major Retail/Sporting Destinations",Large Food Stores (750-2500 m2),Large Shops (750-1850 m2),Large Shops (Over 1850 m2),Markets (Other Than Livestock),Pharmacies,Pharmacies Within/Adjacent To Surgery/Health Centre,Post Offices,Retail Warehouses And Foodstores,Sales Kiosks,Salons/Clinics Within/Part Of Specialist Property,Shops,Shops Within/Part Of Specialist Property,Showrooms,Takeaway Food Outlet (Predominantly Off Premises),Battery Storage,Builders Merchant,Business Units,"Factories,Workshops And Warehouses(Inc Bakeries & Dairies)",Food Processing Centres,Foundries,"Large Industrials (Over 20,000 m2)",Motor Vehicle Works,Newspaper Printing Works,Paper Mills,Vehicle Repair Workshops & Garages,Workshops Within/Part Of Specialist Property,Abattoirs & Slaughter Houses (Rental Valuation),Agricultural Research Centres,Aircraft Works With Airfields,Aluminium Smelting Works,Artificial Fibre Works,Asphalt Plants,Bagging Plant And Premises,Beet Sugar Factories,Boat Yards,Breweries,"Brickworks (Traditional), Clay Tile/ Pipe Works",Bulk Cement Storage Depots,Bus Garages (Contractors Valuation),Bus Garages (Rental Valuation),Cable Head End Buildings,Cattle Breeding Centres,Cement Tile Works,Cement Works,Chemical Works,Coking And Carbonising Plants,Computer Centres (Non-Purpose Built),Computer Centres (Purpose Built),Concrete Batching Plants,Concrete Block Works,Concrete Product Works,Creameries,Distilleries,Exhaust & Tyre Centres,Flour Mills,Garages (Transport And Commercial),Garages Within/Part Of Specialist Property,Heridits Used For Primary Treatment/Processing Of Minerals,Industrial Miscellaneous,Iron And/Or Steel Works,Livestock Markets,Maltings - Non Trad,Maltings - Trad,Mine Water Treatment Plant And Premises,Mineral Depot And Premises,Mineral Producing Hereditament - Blockstone,Mineral Producing Hereditament - Brine,Mineral Producing Hereditament - Chalk,Mineral Producing Hereditament - China Clay,Mineral Producing Hereditament - Clay,Mineral Producing Hereditament - Coal,Mineral Producing Hereditament - Fluorspar,Mineral Producing Hereditament - Gas,Mineral Producing Hereditament - Hardrock,Mineral Producing Hereditament - Inert,Mineral Producing Hereditament - Oil,Mineral Producing Hereditament - Other Mineral Category,Mineral Producing Hereditament - Putrescible,Mineral Producing Hereditament - Sand,Mineral Producing Hereditament - Sand & Gravel,Mineral Producing Hereditament - Slate,Minerals Miscellaneous,Mod Hereditaments,Nuclear Establishments,Occupation Within A Statutory Port Undertaking,Oil Refineries,Peat Fields,Pipelines,Potteries,Provender Mills,Pumping Mines,Rail Freight Depots,Rail Maintenance Depots,Refuse Destructor Plants/Disposal Sites,Scrap Metal/Breakers Yard,Sea Dredged Aggregate Processing Plants & Depots,Secondary Aggregate Processing Plant And Premises,Ship Building Yards,Ship Repair Yards,Spoil Heap Workings,"Statutory Docks And Harbours (Non-Formula, Prescribed)",Statutory Docks And Harbours (Other),Tanneries,Vehicle Testing Centres (With Test Tracks),Vehicle Testing Centres (Without Test Tracks),Wafer Fabrications,Waste Incinerator Plants,Waste Transfer Stations,Weighbridges,Bullion/Money Stores,Distribution Warehouses,High Tech Warehouses,Land Used For Storage,Pack Houses,Post Office Sorting Centres,Self Storage Facility,Storage Depots,Stores,Stores Within/Part Of Specialist Property,Warehouses Within/Part Of Specialist Property,Wholesale Warehouses,Offices (Inc Computer Centres),Offices Headquarters/Institutional,Serviced Offices,Agricultural Showgrounds,Amateur Rugby Clubs,Amusement Parks,Aquaria,Arenas,Bars (Valued On Floor Space),Beach Huts,Bingo Halls,Bird Sanctuaries,Boathouses,Bowling Alleys,Bowling Centres (Indoor),Bowling Greens (Outdoor),Cafes,Cafes/Restaurants Within/Part Of Specialist Property,Caravan And Camping Sites (Rvu),Casinos And Gambling Clubs,Chain-Operated And Large Caravan Parks,Changing Rooms,Cinemas,Clubhouses,Concert Halls,Conference & Exhibition Centres,Cricket Centres,Cricket Grounds (County),Cricket Grounds/Pitches (Non-County),Dance Schools & Centres,Drive-Thru Restaurants,Drive-To Restaurants,Food Court Kiosks,Food Courts,Football Grounds,Football Pitches,Football Stadia,Football Training Grounds,Go Kart Rinks,Golf Courses,Golf Driving Ranges,Greyhound Racetracks,Gymnasia/Fitness Suites,Gymnasia/Fitness Suites Within/Part Of Specialist Property (Dry Only),Health Farms,Heritage Railways,Horse Racecourses,Ice Rinks,Lakes With Water Sport Facilities,Leisure Miscellaneous,"Licensed Sports, Social And Private Members Clubs",Marinas,Miniature Railways,Model Villages,Motor Racetracks,Museums And Art Galleries (Contractors),Museums And Art Galleries (Non-Contractors),Night Clubs & Discotheques,Pavilions,Pitch And Putt/Putting Greens,Pleasure Piers,Point To Point And Eventing Courses,Polo Grounds,Professional Rugby Clubs,Public Houses/Pub Restaurants,Public Houses/Pub Restaurants (Including Lodge),Racing Stables,Religious Retreats/Study Centres (Residential),Restaurants,Riding Schools & Livery Stables,Rifle & Weapons Ranges,Roadside Restaurants,Roller Skating Rinks,Royal Palaces,Ski Centres,Snooker Halls/Clubs,Soccer Centres,Speedway Racetracks,Sporting Rights,Sports & Leisure Centres (Local Authority) (Dry Only),Sports & Leisure Centres (Local Authority) (Wet & Dry),Sports & Leisure Centres (Private) (Dry Only),Sports & Leisure Centres (Private) (Wet & Dry),Sports & Leisure Centres Within/Part Of Specialist Property (Wet And Dry),Sports Grounds,Sports Stadia,Squash Courts,Stables And Loose Boxes,Stately Homes & Historic Houses,Swimming Pools (Local Authority),Swimming Pools (Private),Tennis And Padel Centres,Tennis Courts/Clubs,"Tenting And Touring Sites, Certificated Locations And Small Static Caravan Sites (Cvt)",Theatres,Theme Parks,Totalisators On Horse Racecourses,Tourist Attractions (Dark Rides),Venue Hire And Function Suites,"Village Halls, Scout Huts, Cadet Huts etc.",War Games Courses/ Misc Ag Use,Wedding And Function Venues,Zoos & Safari Parks,Children's Centres,Colleges Of Further Education,Day Nurseries/Play Schools,Educational Miscellaneous,Local Authority Schools,Nurseries/Creches Within/Part Of Specialist Property,Oxbridge Colleges,Public And Independent Schools,Universities (Excluding Oxbridge),University Occupation Within Hospitals,Hospitals & Clinics (Private),Hospitals & Clinics NHS,Surgeries/Clinics/Heath Centres (Contractors Valuation),Surgeries/Clinics/Heath Centres (Rental Valuation),Country House Hotels,"Field Study, Activity And Adventure Centres",Guest & Boarding Houses,Holiday Centres,Holiday Homes Self Catering,Hostels,Hotels (3 Star And Under),Hotels (4 Star And Above) & Chain Operated 3 Star,Inns,Lodges,Serviced Apartments,Timeshare Complexes,Community Day Centres,Libraries,Civic & Public Buildings (LA Occupations),Coastguard Stations,Courts (Contractors Valuation),Courts (Rental Valuation),Information/Visitor Centres,Offices Within/Part Of Specialist Property,Police Stations,AA/RAC Service Centres And Boxes,Advertising Right,Ambulance Stations,Animal Boarding,Army Hereditaments,Car Parking Within/Part Of Specialist Property,Car Parks (Multi-Storey),Car Parks (Surfaced Open),Car Parks (Unsurfaced Open),Car Spaces,Cemeteries,Civic Amenity Sites,Commercial Miscellaneous,Contractors Huts And Compounds,Crematoria (With & Without Cemeteries),Crown Miscellaneous,Dog Walking And Agility Centres,Film Studios,Fire Stations,Fish Farms,Formula Assessed Miscellaneous,Funeral Parlours/Chapels Of Rest,Game Farms,Hatcheries/ Poultry Farms,Interactive Telephone Kiosks,Kennels And Catteries,Laboratories,Land Used For Advertising,Land Used For Car Boot Sales,Land Used For Waste Composting,Lifeboat Stations,Miscellaneous,Miscellaneous Within/Part Of Specialist Property,Moorings (Floating Hereditaments),Mortuaries,Navy Hereditaments,Observatories,Park & Ride Car Parks,Pet Grooming Parlours,Police Training Colleges,Public Conveniences,Public Telephone Kiosks,Raf Hereditaments,Recording Studios,Stud Farms,Studios,TV Studios,Telecommunications Large Broadcast Sites,Telescope Sites,Training Centre (Non Residential),Traveller Sites,University - Ancillary Land Or Buildings,Veterinary Clinics / Animal Clinics,Vineyards/Wineries,Waste Recycling Plants,Windmills,ATMs,Auction Rooms,Car Auction Buildings/Sites,Car Showrooms,Car Supermarkets,Car Washes (Stand Alone),Car/Caravan Sales/Display/Hiring Sites,Garden Centres,Hospital Let Outs,Land Used For Display,Motorway Service Area Let Outs,Motorway Service Areas & Major Road Service Areas,Petrol Filling Stations,"Pitches For Stalls, Sales Or Promotions",Plant Nurseries,Residual Malls,Sales Offices,Showhouses,Station Let Outs,Archives,Cold Stores (Rental Valuation),Grain Silos,Granaries & Intervention Stores,Liquid Bulk Storage (Incl Petrol & Oil),Nursing Homes (Inc Old Peoples Homes),Prison Service Hereditaments,Training Centre (Residential),Air Ports (Minor),Air Strips,Bus Stations,Civil Airports,Docks & Harbours Non Stat,Ferry Terminal,Heliports,Lorry Parks,Railways & Tramways (Non Leisure),"Tolls (Ferries, Roads And Bridges)",Truck Stops,"Biomass Biological (Crop And Slurry Based Anaerobic Digesters, Including Gas To Grid)","Biomass Thermal (Including Combustion, Gasification, Pyrolysis)",Communication Stations,District Heating Undertakings & Networks,Domestic Fuel Installations,Electricity Undertakings (Non-Statutory),Fossil Fuel Power Stations,Gas Processing Plants,Independent Distribution Network Operators,Independent Gas Transporters,Landfill Gas Generator Sites,Nuclear Power Stations,Renewable Generators - Mixed Technologies,Renewable Power Generators - Hydro,Renewable Power Generators - Other,Renewable Power Generators - Photovoltaic,Renewable Power Generators - Wind,Sewage Works,Telecommunications Cable Networks,Telecommunications Switching Centres,Waste Anaerobic Digestion Plants,Water Undertakings (Non-Statutory)
LAUA,5210,E09000007,Camden,6900,[c],0,0,[c],0,0,0,0,20,0,[c],0,0,0,0,0,0,[c],0,50,0,530,0,[c],0,0,0,30,300,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,330,0,0,[c],900,0,2560,0,0,0,0,0,0,0,0,0,0,0,0,[c],30,[c],0,0,0,0,[c],0,0,0,0,0,0,0,0,0,[c],0,[c],0,0,0,0,0,0,0,[c],0,0,0,0,0,0,[c],[c],0,0,0,0,0,[c],[c],0,0,0,0,0,0,[c],0,0,0,10,0,0,0,0,0,0,0,[c],0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,[c],0,[c],0,0,0,0,10,0,0,0,0,0,[c],[c],0,0,0,[c],[c],0,0,[c],[c],20,0,0,0,0,0,[c],[c],0,0,0,[c],0,40,0,0,0,0,0,0,0,0,0,210,[c],0,0,0,0,[c],0,1440,[c],0,[c],[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,10,30,0,10,0,10,0,0,0,0,0,0,0,0,0,0,[c],0,0,0,0,0,[c],[c],0,0,0,0,0,0,0,[c],0,[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,30,0,0,0,0,0,0,[c],0,0,10,0,0,0
LAUA,5030,E09000001,City of London,7640,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,[c],0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,[c],0,0,620,0,3740,0,0,0,0,0,0,0,0,0,0,0,0,0,[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[c],0,0,0,0,0,0,10,[c],0,0,0,0,0,0,0,0,0,0,0,0,0,[c],0,0,0,[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[c],0,0,0,0,0,0,0,0,[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[c],0,0,0,0,[c],0,0,0,0,0,[c],0,[c],0,0,0,0,0,0,0,0,0,10,[c],0,0,[c],0,[c],[c],1590,0,0,[c],[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,[c],[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0
